id,Booking_status,Probability
42281,0,0.0010435495
42282,1,0.5524159
42283,0,0.09733747
42284,0,0.47172585
42285,0,0.0330789
42286,0,0.1163249
42287,1,0.7607972
42288,0,0.43041107
42289,1,0.7360235
42290,0,0.030070685
42291,1,0.9082672
42292,0,0.11000812
42293,1,0.8041043
42294,1,0.97386116
42295,0,0.18115549
42296,0,0.035445586
42297,0,0.2106653
42298,0,0.08870756
42299,1,0.81688344
42300,0,0.3908859
42301,0,0.438671
42302,0,0.26127365
42303,0,0.24585024
42304,0,0.12012621
42305,0,0.29561576
42306,0,0.16845256
42307,0,0.048401475
42308,0,0.27449045
42309,0,0.18083149
42310,0,0.39941275
42311,1,0.633828
42312,0,0.06503841
42313,1,0.88797385
42314,1,0.6035168
42315,0,0.2117144
42316,1,0.6251395
42317,0,0.15561499
42318,0,0.42948467
42319,0,0.011517646
42320,0,0.41520113
42321,1,0.52514696
42322,1,0.8146797
42323,0,0.041252654
42324,1,0.7710827
42325,0,0.031704612
42326,1,0.68197113
42327,0,0.026335169
42328,0,0.105818145
42329,0,0.043266702
42330,1,0.8067272
42331,0,0.4324701
42332,0,0.48044795
42333,1,0.7436449
42334,0,0.023330921
42335,1,0.7407128
42336,0,0.07706768
42337,1,0.7428716
42338,0,0.31718132
42339,0,0.011142795
42340,0,0.078285456
42341,1,0.6624586
42342,1,0.8223698
42343,0,0.4266525
42344,0,0.33817083
42345,0,0.019699404
42346,1,0.9806794
42347,1,0.7998375
42348,1,0.7308158
42349,0,0.040318493
42350,0,0.3594314
42351,0,0.0824749
42352,1,0.74397594
42353,1,0.80594695
42354,0,0.09560487
42355,0,0.16400766
42356,1,0.5594673
42357,0,0.00041687445
42358,1,0.83485514
42359,0,0.07987592
42360,1,0.81540525
42361,0,0.1902032
42362,1,0.6705076
42363,0,0.18392701
42364,0,0.28343576
42365,0,0.16785584
42366,0,0.2699134
42367,1,0.7189647
42368,1,0.541581
42369,1,0.8068561
42370,0,0.4134379
42371,0,0.047980532
42372,1,0.6089752
42373,1,0.89881456
42374,0,0.42846432
42375,0,0.3393213
42376,0,0.035558917
42377,1,0.91114813
42378,1,0.6146697
42379,0,0.18986306
42380,0,0.016149092
42381,0,0.49153528
42382,1,0.72527057
42383,1,0.9364365
42384,0,0.27027264
42385,0,0.0106951
42386,1,0.8154446
42387,1,0.75219697
42388,0,0.050518744
42389,0,0.014842445
42390,1,0.8559612
42391,0,0.16202717
42392,0,0.034103993
42393,0,0.14682375
42394,0,0.38730952
42395,1,0.5978384
42396,0,0.07081865
42397,1,0.9347045
42398,0,0.075579494
42399,1,0.8462598
42400,1,0.5840299
42401,0,0.3236927
42402,1,0.6180133
42403,0,0.3929706
42404,0,0.2798193
42405,0,0.25738436
42406,1,0.50923544
42407,0,0.17159276
42408,0,0.20700198
42409,0,0.41737863
42410,1,0.55822974
42411,0,2.3691411e-12
42412,1,0.8945448
42413,1,0.6461429
42414,1,0.7011551
42415,0,0.17422085
42416,1,0.7986652
42417,0,0.17125288
42418,0,0.3969659
42419,0,0.31531152
42420,0,0.14823423
42421,0,0.05665663
42422,1,0.5320352
42423,1,0.67957604
42424,1,0.80678886
42425,0,0.4075051
42426,0,0.49568298
42427,0,0.041739576
42428,0,0.30017933
42429,1,0.9601043
42430,0,0.36983305
42431,1,0.7361171
42432,1,0.9037583
42433,0,0.23324044
42434,0,1.8541949e-05
42435,0,0.07119917
42436,1,0.52058315
42437,0,0.2792411
42438,0,0.3044695
42439,1,0.9567347
42440,0,0.21783113
42441,1,0.91373587
42442,0,0.16270378
42443,0,0.21686965
42444,0,0.04253915
42445,0,0.07431851
42446,1,0.9374108
42447,0,0.12357194
42448,0,0.050163742
42449,0,0.11524919
42450,0,0.27581075
42451,0,0.13956825
42452,0,0.014705824
42453,0,0.117888875
42454,0,0.11146269
42455,0,0.31420907
42456,0,0.3147678
42457,0,0.04460674
42458,0,0.42169777
42459,0,0.3469858
42460,1,0.69525063
42461,0,0.0962823
42462,1,0.7377345
42463,0,0.25665128
42464,1,0.6557018
42465,0,0.13503289
42466,1,0.7498521
42467,0,0.39050892
42468,0,0.28978598
42469,0,0.05641435
42470,0,0.19632316
42471,1,0.596784
42472,0,0.46845397
42473,0,0.04884103
42474,1,0.56816846
42475,0,0.0921822
42476,0,0.0012819165
42477,0,0.43955326
42478,1,0.8692507
42479,1,0.752382
42480,0,0.009944073
42481,0,0.20359924
42482,0,0.056866303
42483,0,0.4187917
42484,0,0.22070462
42485,0,0.0007081318
42486,1,0.7244115
42487,0,0.4627917
42488,0,0.0005923886
42489,0,0.1855529
42490,0,0.088372275
42491,1,0.7685322
42492,0,0.4853562
42493,0,0.2146361
42494,0,0.31936666
42495,0,0.49026227
42496,0,0.4866648
42497,0,0.022222294
42498,0,0.052475948
42499,0,0.05402569
42500,0,0.16128245
42501,0,0.43348742
42502,1,0.56452656
42503,1,0.91387993
42504,0,0.02513319
42505,0,1.8710306e-08
42506,1,0.5092799
42507,0,0.006638537
42508,0,0.24206945
42509,0,0.27522334
42510,1,0.6116796
42511,1,0.5343064
42512,0,0.25981018
42513,0,0.011556974
42514,0,0.031764172
42515,1,0.631407
42516,1,0.6278164
42517,1,0.5909973
42518,1,0.60482824
42519,0,0.48958057
42520,1,0.56263745
42521,0,0.017373744
42522,0,0.3450894
42523,0,0.4122912
42524,1,0.52928096
42525,1,0.7750621
42526,1,0.8195939
42527,0,0.46974614
42528,1,0.6736729
42529,0,0.09808999
42530,1,0.7590214
42531,1,0.907151
42532,0,0.24231198
42533,1,0.54195946
42534,0,0.122439615
42535,1,0.9049686
42536,0,0.16577812
42537,0,0.111644916
42538,1,0.6902239
42539,0,0.33171308
42540,0,0.29646143
42541,0,0.2087256
42542,0,0.103652634
42543,1,0.51377165
42544,0,0.031742945
42545,1,0.86240965
42546,0,0.02074807
42547,0,0.33582333
42548,1,0.50689167
42549,0,0.24747334
42550,1,0.5923335
42551,1,0.9153214
42552,1,0.72725385
42553,0,0.008303676
42554,0,0.22004992
42555,0,0.39988366
42556,0,0.26132917
42557,1,0.5242956
42558,0,0.3861577
42559,0,0.07924817
42560,0,0.25331503
42561,1,0.6036706
42562,1,0.8639565
42563,1,0.7906788
42564,0,0.45017874
42565,1,0.5406962
42566,1,0.9632889
42567,0,0.13975471
42568,0,0.03406509
42569,0,0.1855113
42570,0,0.46270534
42571,0,2.8911327e-05
42572,0,0.49154618
42573,0,0.27352452
42574,1,0.5739915
42575,1,0.6287132
42576,0,0.20271026
42577,0,0.16128543
42578,0,0.016002726
42579,0,0.05479931
42580,0,7.014056e-26
42581,1,0.9034733
42582,0,0.08931969
42583,0,0.04484539
42584,0,0.024351524
42585,0,0.17157379
42586,0,1.0530688e-05
42587,1,0.7532705
42588,1,0.6089752
42589,1,0.6045207
42590,1,0.88593656
42591,0,0.13509831
42592,0,0.17464104
42593,0,0.440114
42594,0,0.021128032
42595,0,0.39605832
42596,0,0.41971198
42597,0,0.11166725
42598,0,0.33314624
42599,0,0.37110493
42600,0,0.0006099353
42601,0,0.3855151
42602,1,0.6026551
42603,0,0.11043265
42604,1,0.8905676
42605,1,0.5305571
42606,1,0.8144981
42607,0,0.3779733
42608,0,0.2668359
42609,0,8.384596e-06
42610,1,0.6357826
42611,1,0.75136113
42612,0,0.041319843
42613,0,0.07587887
42614,0,0.031614244
42615,0,0.27172828
42616,1,0.8323552
42617,0,0.3758758
42618,1,0.684304
42619,0,0.20148599
42620,1,0.7307636
42621,1,0.59361595
42622,0,0.44318432
42623,1,0.6429828
42624,0,0.016120639
42625,0,0.13731201
42626,1,0.83280605
42627,1,0.69264513
42628,1,0.88358164
42629,1,0.76282656
42630,1,0.90582466
42631,0,0.29180545
42632,0,0.016293632
42633,0,0.047198866
42634,0,0.30179754
42635,0,0.048636995
42636,0,0.48556912
42637,1,0.5549919
42638,0,0.021386055
42639,1,0.6469295
42640,0,0.06914239
42641,0,0.056471203
42642,0,0.25766632
42643,0,0.34341985
42644,0,0.35686117
42645,1,0.7901739
42646,1,0.686404
42647,0,0.06506083
42648,0,0.082656875
42649,0,0.20994838
42650,1,0.520101
42651,0,0.16688626
42652,0,0.258603
42653,0,0.1712068
42654,0,0.2183605
42655,0,0.028734611
42656,0,0.4600273
42657,1,0.68461657
42658,0,0.078680396
42659,0,0.30057716
42660,0,0.34910944
42661,0,0.14757212
42662,1,0.831031
42663,0,0.034469035
42664,0,0.078140736
42665,0,0.3078454
42666,1,0.592851
42667,0,0.22824538
42668,0,0.06949581
42669,1,0.8195504
42670,1,0.8759849
42671,0,0.26179805
42672,1,0.92999876
42673,0,0.23144525
42674,0,0.0019680397
42675,0,0.20147625
42676,0,0.41317144
42677,1,0.5762703
42678,0,0.12404632
42679,0,0.07916627
42680,0,0.3164213
42681,0,0.0064914487
42682,1,0.7550703
42683,1,0.8958919
42684,0,0.009887498
42685,0,0.24347477
42686,0,0.14832927
42687,0,0.03809475
42688,1,0.60314786
42689,1,0.95051575
42690,0,0.2642358
42691,0,0.0034997398
42692,0,0.039989363
42693,1,0.6704598
42694,0,0.12907724
42695,0,0.33980343
42696,1,0.58010054
42697,0,0.3146992
42698,0,0.22651255
42699,1,0.6532284
42700,0,0.36200798
42701,0,0.002717198
42702,0,0.052777275
42703,0,0.15044221
42704,0,0.22331285
42705,0,0.026976814
42706,0,0.08938343
42707,0,0.013783913
42708,0,0.042611998
42709,0,0.0023218456
42710,0,0.49455908
42711,0,0.3451263
42712,1,0.7842846
42713,0,0.019872831
42714,0,0.1292555
42715,0,0.11350626
42716,1,0.744005
42717,0,0.024314994
42718,0,0.029949343
42719,0,0.032052975
42720,1,0.74183345
42721,1,0.85563976
42722,0,0.44379497
42723,0,0.30988294
42724,0,0.35799024
42725,0,0.0051212814
42726,0,0.06691372
42727,1,0.94583064
42728,0,0.08029656
42729,1,0.87789804
42730,0,0.49872237
42731,0,0.025032619
42732,1,0.9054781
42733,1,0.7063522
42734,0,0.28380856
42735,0,0.16619667
42736,1,0.84726954
42737,0,0.42260498
42738,0,0.008287733
42739,0,0.2801339
42740,0,0.31958777
42741,1,0.77932984
42742,0,0.04205043
42743,1,0.7503078
42744,1,0.823026
42745,1,0.795518
42746,0,0.06209462
42747,1,0.62437934
42748,1,0.87910277
42749,1,0.5251839
42750,1,0.72385794
42751,0,0.076817125
42752,0,0.04103166
42753,0,0.44955888
42754,1,0.6258732
42755,1,0.81132466
42756,0,0.21565966
42757,0,0.06814097
42758,1,0.6992032
42759,1,0.5308532
42760,0,0.38826177
42761,0,0.048627447
42762,1,0.90755266
42763,0,0.12260697
42764,1,0.8709653
42765,0,0.41367552
42766,0,0.034098037
42767,0,0.0026064264
42768,1,0.6666311
42769,0,0.17174219
42770,0,0.21891084
42771,1,0.8795936
42772,0,0.168679
42773,0,0.49701232
42774,0,0.03325994
42775,0,0.008511182
42776,0,0.056198746
42777,0,0.19958317
42778,0,0.38192248
42779,0,0.18292098
42780,0,0.030518893
42781,1,0.5584055
42782,0,0.039080765
42783,1,0.6198714
42784,1,0.597195
42785,0,0.3837716
42786,0,5.829355e-20
42787,1,0.5762531
42788,0,0.48908764
42789,1,0.8916316
42790,0,0.20981057
42791,0,0.103503406
42792,0,0.1305525
42793,0,0.1354219
42794,0,0.19734389
42795,1,0.68539035
42796,1,0.8597142
42797,0,0.040196124
42798,1,0.59539247
42799,0,0.057734285
42800,1,0.6621637
42801,1,0.7126141
42802,0,0.11301614
42803,0,0.0825115
42804,0,0.07543004
42805,0,0.010192232
42806,1,0.7169801
42807,0,0.35417092
42808,0,0.00025536283
42809,0,0.21052878
42810,1,0.89056647
42811,1,0.7676292
42812,0,0.38594314
42813,1,0.75371206
42814,1,0.5556187
42815,0,0.04538515
42816,0,0.025204228
42817,1,0.6038588
42818,0,0.2943566
42819,0,0.16473743
42820,1,0.7685474
42821,0,0.015864559
42822,1,0.6488619
42823,1,0.6884844
42824,0,0.17660251
42825,0,0.010376565
42826,1,0.8906123
42827,1,0.50553143
42828,1,0.6606352
42829,0,0.33344415
42830,1,0.69087225
42831,1,0.9071948
42832,0,0.08496397
42833,1,0.6306049
42834,0,0.11760846
42835,1,0.8860716
42836,0,0.3751106
42837,1,0.8634949
42838,0,0.0070062727
42839,1,0.78074056
42840,0,0.019992605
42841,0,1.40367765e-05
42842,0,0.23720479
42843,1,0.80996484
42844,0,0.14080143
42845,0,0.046223532
42846,1,0.7713846
42847,0,0.24549608
42848,0,0.011676458
42849,0,0.07074823
42850,0,0.174558
42851,1,0.6790078
42852,1,0.50968236
42853,1,0.8834475
42854,0,0.057763163
42855,0,0.055456888
42856,0,0.20434527
42857,1,0.8916459
42858,0,0.11130062
42859,0,0.013712114
42860,0,0.33168808
42861,0,0.04431317
42862,0,0.0086810645
42863,0,0.0039545544
42864,1,0.8708891
42865,1,0.60798895
42866,0,0.24619174
42867,0,0.25966918
42868,1,0.8861315
42869,0,0.06846039
42870,0,0.075834885
42871,1,0.89639187
42872,0,0.4191461
42873,0,0.11150935
42874,0,0.3406601
42875,1,0.63311213
42876,1,0.6496313
42877,0,0.19978078
42878,1,0.5045742
42879,0,0.44132116
42880,0,0.034849953
42881,0,0.015465165
42882,1,0.86039925
42883,1,0.7653031
42884,0,0.07048896
42885,1,0.7958233
42886,1,0.9042458
42887,0,0.2948024
42888,0,0.28657496
42889,1,0.82169586
42890,1,0.80271435
42891,0,0.31766915
42892,0,0.20417331
42893,0,0.108264886
42894,0,0.025502842
42895,1,0.57223964
42896,0,0.06993452
42897,0,0.37455022
42898,1,0.9356144
42899,0,0.15582336
42900,0,0.27843347
42901,1,0.71231693
42902,0,0.13478594
42903,1,0.53860784
42904,1,0.6978389
42905,0,0.08148873
42906,0,0.23654836
42907,1,0.5350416
42908,1,0.86956036
42909,0,0.38821605
42910,0,0.0072383266
42911,1,0.89901984
42912,0,0.37684268
42913,0,0.24280642
42914,0,0.114156745
42915,1,0.5970683
42916,0,0.00038911283
42917,0,0.014509429
42918,0,0.15641636
42919,1,0.50033593
42920,0,0.45803475
42921,1,0.6646896
42922,1,0.77478904
42923,1,0.9396084
42924,1,0.66685724
42925,1,0.6044321
42926,0,0.041772604
42927,0,0.07083305
42928,0,0.47895682
42929,0,0.02286967
42930,1,0.68768483
42931,0,0.33710223
42932,1,0.8283952
42933,0,0.034359876
42934,1,0.9640612
42935,0,0.330039
42936,1,0.81426084
42937,1,0.72993547
42938,1,0.93782324
42939,0,0.22539382
42940,1,0.57492346
42941,1,0.5402075
42942,0,0.327764
42943,1,0.91324574
42944,0,0.34801573
42945,1,0.7323359
42946,0,0.33027062
42947,0,0.067782596
42948,1,0.5954656
42949,0,0.07164415
42950,1,0.56115794
42951,0,0.17094335
42952,0,0.298126
42953,1,0.8289202
42954,1,0.5280595
42955,1,0.89051986
42956,0,0.3999028
42957,1,0.6093682
42958,0,0.28677377
42959,0,0.40306047
42960,0,0.09053235
42961,0,0.4606701
42962,1,0.9331303
42963,0,0.21617115
42964,0,0.03245599
42965,0,0.004452877
42966,1,0.8122262
42967,1,0.7640804
42968,0,0.009573243
42969,0,0.2866666
42970,0,0.062303454
42971,0,0.37210292
42972,1,0.8137552
42973,1,0.6964535
42974,0,0.03923243
42975,0,0.4268336
42976,0,0.2713784
42977,0,0.19775733
42978,1,0.7251675
42979,0,0.14734286
42980,0,0.43048635
42981,0,0.45589173
42982,0,0.20692274
42983,0,0.1290559
42984,0,0.46431944
42985,1,0.5135249
42986,0,0.4228435
42987,1,0.9548731
42988,0,0.05718888
42989,0,0.26153505
42990,1,0.749348
42991,0,0.117849104
42992,0,0.055530746
42993,0,0.066216014
42994,1,0.6151523
42995,1,0.7960587
42996,0,0.29142374
42997,0,0.358162
42998,1,0.85767937
42999,1,0.7222403
43000,0,0.2948205
43001,0,0.14577378
43002,0,0.2612274
43003,1,0.73056465
43004,1,0.75081545
43005,0,0.39759058
43006,1,0.7445536
43007,0,0.3878583
43008,0,0.31087396
43009,0,0.26878506
43010,1,0.789925
43011,0,0.27533087
43012,0,0.49996316
43013,0,0.4105442
43014,1,0.72891176
43015,0,0.22053751
43016,1,0.5290838
43017,0,0.20389722
43018,0,0.21493568
43019,0,0.31899518
43020,1,0.83027977
43021,0,0.29196706
43022,0,0.43194777
43023,1,0.84669816
43024,0,0.11805212
43025,1,0.70353884
43026,1,0.8006996
43027,0,0.0967655
43028,0,0.19744454
43029,1,0.56153375
43030,0,0.31888652
43031,0,0.028524801
43032,0,0.0116321435
43033,1,0.8398445
43034,0,0.27012214
43035,0,0.35639676
43036,0,0.032059558
43037,0,0.112903535
43038,1,0.6221649
43039,0,0.21453509
43040,0,0.1813615
43041,0,0.12907113
43042,0,5.4318525e-29
43043,1,0.8428365
43044,0,0.050415896
43045,0,0.15755683
43046,1,0.79183346
43047,0,0.28285286
43048,0,0.24846783
43049,0,0.27866852
43050,1,0.71189165
43051,0,0.18489927
43052,0,0.02205672
43053,1,0.66037315
43054,0,0.12874484
43055,0,0.18723401
43056,0,0.29264587
43057,0,0.11511967
43058,1,0.85306257
43059,1,0.59700865
43060,0,0.0040714694
43061,0,0.085981175
43062,0,0.19103634
43063,1,0.66392857
43064,1,0.928537
43065,1,0.62026
43066,0,0.16009267
43067,0,0.23870213
43068,1,0.63494426
43069,0,0.049518526
43070,0,0.21128038
43071,0,4.9124224e-05
43072,0,0.0045543346
43073,0,0.26061296
43074,1,0.66969657
43075,0,0.21696235
43076,0,0.023678413
43077,0,0.47748733
43078,0,0.39780572
43079,1,0.54599404
43080,0,0.115115926
43081,0,0.11382837
43082,0,0.10336365
43083,0,0.16568589
43084,0,0.00070952467
43085,0,2.0742893e-05
43086,0,0.0355546
43087,1,0.6607538
43088,0,0.29249874
43089,1,0.8001627
43090,0,0.45581627
43091,1,0.80237246
43092,0,0.00714264
43093,1,0.93039006
43094,0,0.2783671
43095,0,0.006181241
43096,1,0.8174466
43097,0,0.09297779
43098,1,0.58796924
43099,1,0.5634451
43100,0,0.42285764
43101,0,0.3414866
43102,1,0.66530424
43103,0,0.05318344
43104,0,0.050367545
43105,0,0.35262278
43106,1,0.6184963
43107,1,0.7189853
43108,0,0.048004325
43109,0,0.25714263
43110,1,0.7936934
43111,0,0.45007184
43112,1,0.80013436
43113,0,0.23279734
43114,1,0.64468795
43115,0,0.1585146
43116,1,0.50295484
43117,0,0.108364455
43118,0,0.13275842
43119,1,0.63724667
43120,1,0.8732076
43121,0,0.091584735
43122,1,0.5796901
43123,1,0.59867054
43124,1,0.9739121
43125,1,0.7159461
43126,0,0.19959264
43127,1,0.53561616
43128,1,0.91589123
43129,1,0.54980284
43130,0,0.41375887
43131,0,0.47981295
43132,0,0.26450312
43133,1,0.83066976
43134,1,0.54607165
43135,1,0.5971653
43136,0,0.27277276
43137,0,0.315396
43138,0,0.03145074
43139,0,0.17639172
43140,0,0.17607573
43141,0,0.053646855
43142,1,0.92007256
43143,0,0.38113102
43144,1,0.73559654
43145,1,0.84483325
43146,0,0.05120749
43147,0,0.11747324
43148,1,0.79302824
43149,0,0.017441293
43150,0,0.4029477
43151,0,0.0760269
43152,0,0.037409563
43153,0,0.11980883
43154,0,0.08601971
43155,0,0.18256822
43156,0,0.06653115
43157,0,0.027457599
43158,1,0.72725385
43159,0,0.45509976
43160,1,0.85766405
43161,0,0.23966636
43162,0,0.26499993
43163,0,0.059998196
43164,0,0.0170844
43165,1,0.608805
43166,0,0.018619632
43167,0,0.008747208
43168,0,0.004913384
43169,1,0.67435604
43170,0,0.22879499
43171,1,0.9472014
43172,1,0.95109427
43173,0,0.32293257
43174,1,0.9595797
43175,1,0.89327025
43176,0,0.25675857
43177,0,0.034924723
43178,0,0.031033564
43179,1,0.5865247
43180,1,0.78855515
43181,0,0.19975717
43182,1,0.9139437
43183,0,0.0015588767
43184,0,0.21608847
43185,1,0.909865
43186,0,4.760624e-08
43187,1,0.60672635
43188,1,0.57428765
43189,0,0.023407623
43190,0,0.19642115
43191,0,0.3148692
43192,1,0.6027095
43193,1,0.5552844
43194,0,0.4802272
43195,0,0.17170323
43196,0,0.40443742
43197,0,0.18678543
43198,1,0.7020053
43199,0,0.01381766
43200,0,0.28759065
43201,1,0.81357974
43202,0,0.026095757
43203,0,0.044664122
43204,0,0.36752263
43205,0,0.11481551
43206,1,0.7859049
43207,0,0.0024254392
43208,1,0.9336305
43209,0,0.07369676
43210,0,0.43375167
43211,1,0.7883239
43212,0,0.4023374
43213,1,0.51500136
43214,0,0.05227622
43215,0,0.19888267
43216,1,0.56189954
43217,0,0.05764387
43218,1,0.83268183
43219,0,0.00044126954
43220,1,0.5971963
43221,1,0.6507692
43222,0,0.24840574
43223,0,0.028811581
43224,0,0.069849245
43225,0,0.309515
43226,1,0.7997162
43227,1,0.6689554
43228,0,0.16177504
43229,0,0.25631973
43230,0,9.257617e-06
43231,1,0.52499557
43232,0,0.4380558
43233,0,0.16507839
43234,0,0.021057537
43235,0,0.007393651
43236,0,0.008111627
43237,0,0.21704482
43238,0,0.120944515
43239,0,0.06807511
43240,0,0.05180228
43241,0,0.32712418
43242,0,0.20539229
43243,0,0.43086845
43244,1,0.83519024
43245,1,0.5513618
43246,0,0.01337588
43247,0,0.26699555
43248,1,0.62482166
43249,1,0.80214965
43250,1,0.840191
43251,1,0.5403502
43252,1,0.90035105
43253,0,0.06999525
43254,1,0.80555874
43255,1,0.710419
43256,1,0.8505024
43257,0,0.040293463
43258,1,0.83572346
43259,0,0.03267262
43260,1,0.8652137
43261,1,0.60532904
43262,0,0.11065267
43263,1,0.6392254
43264,0,0.4872941
43265,1,0.7704875
43266,1,0.7114288
43267,0,0.13703711
43268,0,0.036954064
43269,0,0.0006673195
43270,1,0.6750526
43271,0,0.18977976
43272,0,0.4406734
43273,1,0.87197727
43274,0,0.036155812
43275,0,0.4289373
43276,0,0.4576256
43277,0,0.4310228
43278,1,0.95221597
43279,1,0.77829534
43280,0,0.29508486
43281,0,0.033852424
43282,0,0.21104331
43283,1,0.7241072
43284,0,0.10336617
43285,0,0.31548637
43286,0,0.46835223
43287,0,0.49761754
43288,0,0.25362515
43289,1,0.77744204
43290,0,0.0028329121
43291,0,0.06981889
43292,0,0.1352752
43293,1,0.89168733
43294,0,0.41587365
43295,0,0.1585522
43296,1,0.7478158
43297,0,0.49412084
43298,0,0.07176041
43299,0,0.26610032
43300,0,0.09663134
43301,0,0.42367017
43302,0,0.40144098
43303,0,0.35071504
43304,0,0.38039288
43305,0,0.048130855
43306,1,0.8970811
43307,0,0.056823332
43308,1,0.6700538
43309,1,0.8764871
43310,0,0.35102585
43311,0,0.36213186
43312,0,0.0416393
43313,1,0.8299115
43314,0,0.48634666
43315,1,0.9024685
43316,0,0.48558167
43317,0,0.21686402
43318,0,0.38567835
43319,0,0.20632833
43320,1,0.6032037
43321,1,0.8144674
43322,0,0.4525472
43323,1,0.9232067
43324,0,0.43656453
43325,0,0.3326966
43326,0,0.02079139
43327,1,0.6668313
43328,1,0.5697814
43329,0,0.32108265
43330,0,0.29188755
43331,0,0.026651025
43332,1,0.9351213
43333,0,0.30061576
43334,0,0.40228465
43335,0,0.014819844
43336,0,0.007585457
43337,1,0.5981802
43338,0,0.44859526
43339,0,0.069883704
43340,0,0.09619466
43341,1,0.89934844
43342,1,0.7301098
43343,1,0.8295595
43344,0,0.14327757
43345,0,0.30120912
43346,1,0.69872546
43347,0,0.48174906
43348,1,0.9341158
43349,0,0.047986504
43350,0,0.11338804
43351,1,0.76894933
43352,1,0.6200139
43353,1,0.84313786
43354,1,0.76405424
43355,0,0.40394348
43356,0,5.316119e-05
43357,1,0.8554029
43358,0,0.0025927743
43359,0,0.060024958
43360,0,0.38568223
43361,0,0.07735166
43362,0,0.12776063
43363,0,0.06642061
43364,0,0.18289497
43365,0,0.4960427
